2	2	2	1	3	2	1
1	1	1	1	3	1	1
1	1	1	1	2	1	1
1	1	1	1	1	1	1
1	1	1	2	2	1	1
1	1	0	1	2	1	1
1	1	1	2	2	1	2
4	6	4	4	4	2	3
9	7	6	6	9	2	3
5	12	8	8	6	3	6
7	7	9	8	8	4	4
9	11	9	13	12	2	6
8	11	9	10	9	3	3
8	12	8	10	10	2	4
11	14	13	12	12	3	4
9	12	12	13	9	3	6
9	13	10	10	9	2	6
7	11	8	8	6	3	4
6	7	5	7	6	2	3
3	4	3	4	3	3	3
3	4	2	4	2	3	2
3	2	2	3	2	3	3
2	2	2	3	1	3	3
2	3	2	3	2	2	3
