1	1	2	1	1	2	2
1	1	1	1	1	1	1
1	1	1	1	1	1	0
1	1	1	1	1	1	1
0	1	0	1	0	1	1
1	0	1	1	1	1	1
1	2	1	1	2	1	1
5	3	3	2	4	2	4
9	4	3	5	4	3	6
4	5	3	4	6	2	3
3	6	3	4	4	2	6
5	5	4	5	8	3	4
5	5	2	5	4	2	4
6	5	4	7	6	2	3
6	7	5	6	7	4	6
7	12	7	5	5	4	5
6	9	5	8	5	2	5
4	5	3	5	5	3	5
3	3	4	4	4	3	4
2	2	2	3	3	3	2
1	2	1	2	2	3	2
1	2	2	4	2	3	1
1	2	2	1	1	1	1
1	1	2	4	2	2	1
