70,70,70,70,70,70,70
70,70,70,70,70,70,70
70,70,70,70,70,70,70
70,70,70,70,70,70,69
70,69,70,70,70,69,70
70,69,70,70,70,70,70
70,70,70,70,70,70,70
70,70,70,70,70,70,70
70,70,70,70,70,70,70
70,70,70,70,70,65,70
70,70,70,70,70,70,70
70,70,70,70,65,70,70
70,70,70,70,70,70,70
70,70,70,70,65,70,70
70,70,70,70,65,70,65
70,70,70,70,70,70,70
70,70,70,70,70,70,70
70,70,70,70,70,70,70
70,70,70,70,70,70,70
70,70,70,70,70,70,70
70,70,70,70,70,70,70
70,70,70,70,70,70,70
70,70,70,70,70,70,70
70,70,70,70,70,70,70
