MIST	
Room	ID	Volume	Net Lettable	Circulation	Occupancy	Floor - Ground	Floor - Upper	Floor - Total	Floor - Void	Floor - Win	Floor - Door	Floor - Hole	Floor - WinCount	Floor - DoorCount	Floor - HoleCount	Roof - Gross	Roof - Net	Roof - Win	Roof - Door	Roof - Hole	Roof - WinCount	Roof - DoorCount	Roof - HoleCount	Ceiling	Ext. Wall - Gross	Ext. Wall - Net	Ext. Wall - Win	Ext. Wall - Door	Ext. Wall - Hole	Ext. Wall - WinCount	Ext. Wall - DoorCount	Ext. Wall - HoleCount	Ext. Wall - Adj	Partition - Gross	Partition - Net	Partition - Win	Partition - Door	Partition - Hole	 Partition - DoorCount	 Partition - WinCount	 Partition - HoleCount	
Bed 5	BED50013	89.6460	 0.0000	 0.0000	 0	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0	 0	 0	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0	 0	 0	 25.6130	 16.1700	 9.1150	 7.0550	 0.0000	 0.0000	 1	 0	 0	 54.9780	 54.9780	 54.9780	 0.0000	 0.0000	 0.0000	 0	 0	 0	 
Bed 7	BED70011	89.6460	 0.0000	 0.0000	 0	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0	 0	 0	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0	 0	 0	 25.6130	 35.5740	 20.0530	 15.5210	 0.0000	 0.0000	 2	 0	 0	 35.5740	 35.5740	 35.5740	 0.0000	 0.0000	 0.0000	 0	 0	 0	 
Bed 7	BED70012	89.6460	 25.6130	 0.0000	 0	 0.0000	 25.6130	 25.6130	 0.0000	 0.0000	 0.0000	 0.0000	 0	 0	 0	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0	 0	 0	 25.6130	 22.8540	 12.8830	 9.9710	 0.0000	 0.0000	 2	 0	 0	 48.2930	 48.2930	 48.2930	 0.0000	 0.0000	 0.0000	 0	 0	 0	 
Bed 7	BED70013	89.6460	 0.0000	 0.0000	 0	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0	 0	 0	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0	 0	 0	 25.6130	 23.7580	 13.3920	 10.3660	 0.0000	 0.0000	 2	 0	 0	 47.3900	 47.3900	 47.3900	 0.0000	 0.0000	 0.0000	 0	 0	 0	 
Bed 7	BED70014	89.6460	 0.0000	 0.0000	 0	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0	 0	 0	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0	 0	 0	 25.6130	 16.1700	 9.1150	 7.0550	 0.0000	 0.0000	 1	 0	 0	 50.6230	 54.9780	 50.6230	 4.3550	 0.0000	 0.0000	 0	 1	 0	 
corridor #	CRRD0233	512.7420	 0.0000	 0.0000	 0	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0	 0	 0	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0	 0	 0	 146.4980	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0	 0	 0	 226.3800	 226.3800	 226.3800	 0.0000	 0.0000	 0.0000	 0	 0	 0	 
corridor #	CRRD0234	701.1650	 200.3330	 0.0000	 0	 0.0000	 200.3330	 200.3330	 0.0000	 0.0000	 0.0000	 0.0000	 0	 0	 0	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0	 0	 0	 200.3330	 112.8830	 63.6340	 49.2490	 0.0000	 0.0000	 5	 0	 0	 308.2470	 308.2470	 308.2470	 0.0000	 0.0000	 0.0000	 0	 0	 0	 
corridor #	CRRD0235	1090.0270	 311.4360	 0.0000	 0	 0.0000	 311.4360	 311.4360	 0.0000	 0.0000	 0.0000	 0.0000	 0	 0	 0	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0	 0	 0	 311.4360	 128.5490	 72.4650	 56.0840	 0.0000	 0.0000	 8	 0	 0	 314.2670	 314.2670	 314.2670	 0.0000	 0.0000	 0.0000	 0	 0	 0	 
corridor #	CRRD0236	1187.5250	 339.2930	 0.0000	 0	 0.0000	 339.2930	 339.2930	 0.0000	 0.0000	 0.0000	 0.0000	 0	 0	 0	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0	 0	 0	 339.2930	 119.5390	 67.3850	 52.1540	 0.0000	 0.0000	 8	 0	 0	 312.0390	 333.6700	 312.0390	 21.6310	 0.0000	 0.0000	 0	 2	 0	 
corridor #	CRRD0237	897.4790	 0.0000	 0.0000	 0	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0	 0	 0	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0	 0	 0	 256.4230	 146.4250	 82.5410	 63.8840	 0.0000	 0.0000	 7	 0	 0	 333.4000	 333.4000	 333.4000	 0.0000	 0.0000	 0.0000	 0	 0	 0	 
corridor #	CRRD0238	1111.9680	 0.0000	 0.0000	 0	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0	 0	 0	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0	 0	 0	 317.7050	 160.2290	 90.3230	 69.9060	 0.0000	 0.0000	 7	 0	 0	 286.5500	 286.5500	 286.5500	 0.0000	 0.0000	 0.0000	 0	 0	 0	 
Living 11	LVNG0576	119.5290	 34.1510	 0.0000	 0	 0.0000	 34.1510	 34.1510	 0.0000	 0.0000	 0.0000	 0.0000	 0	 0	 0	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0	 0	 0	 34.1510	 21.4110	 12.0690	 9.3420	 0.0000	 0.0000	 2	 0	 0	 62.6730	 62.6730	 62.6730	 0.0000	 0.0000	 0.0000	 0	 0	 0	 
Living 11	LVNG0577	119.5290	 0.0000	 0.0000	 0	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0	 0	 0	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0	 0	 0	 34.1510	 18.7280	 10.5570	 8.1710	 0.0000	 0.0000	 2	 0	 0	 65.3560	 65.3560	 65.3560	 0.0000	 0.0000	 0.0000	 0	 0	 0	 
Living 14	LVNG0578	119.5290	 0.0000	 0.0000	 0	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0	 0	 0	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0	 0	 0	 34.1510	 16.1700	 9.1150	 7.0550	 0.0000	 0.0000	 1	 0	 0	 67.9140	 67.9140	 67.9140	 0.0000	 0.0000	 0.0000	 0	 0	 0	 
Living 14	LVNG0579	119.5290	 34.1510	 0.0000	 0	 0.0000	 34.1510	 34.1510	 0.0000	 0.0000	 0.0000	 0.0000	 0	 0	 0	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0	 0	 0	 34.1510	 42.0420	 23.6990	 18.3430	 0.0000	 0.0000	 2	 0	 0	 42.0420	 42.0420	 42.0420	 0.0000	 0.0000	 0.0000	 0	 0	 0	 
Living 15	LVNG0580	119.5290	 34.1510	 0.0000	 0	 0.0000	 34.1510	 34.1510	 0.0000	 0.0000	 0.0000	 0.0000	 0	 0	 0	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0	 0	 0	 34.1510	 21.5960	 12.1740	 9.4220	 0.0000	 0.0000	 2	 0	 0	 62.4880	 62.4880	 62.4880	 0.0000	 0.0000	 0.0000	 0	 0	 0	 
Living 15	LVNG0581	119.5290	 0.0000	 0.0000	 0	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0	 0	 0	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0	 0	 0	 34.1510	 16.1700	 9.1150	 7.0550	 0.0000	 0.0000	 1	 0	 0	 67.9140	 67.9140	 67.9140	 0.0000	 0.0000	 0.0000	 0	 0	 0	 
Living 15	LVNG0582	119.5290	 0.0000	 0.0000	 0	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0	 0	 0	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0	 0	 0	 34.1510	 16.1700	 9.1150	 7.0550	 0.0000	 0.0000	 1	 0	 0	 67.9140	 67.9140	 67.9140	 0.0000	 0.0000	 0.0000	 0	 0	 0	 
Living 15	LVNG0583	119.5290	 34.1510	 0.0000	 0	 0.0000	 34.1510	 34.1510	 0.0000	 0.0000	 0.0000	 0.0000	 0	 0	 0	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0	 0	 0	 34.1510	 16.1700	 9.1150	 7.0550	 0.0000	 0.0000	 1	 0	 0	 67.9140	 67.9140	 67.9140	 0.0000	 0.0000	 0.0000	 0	 0	 0	 
Living 15	LVNG0584	119.5290	 0.0000	 0.0000	 0	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0	 0	 0	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0	 0	 0	 34.1510	 20.3880	 11.4930	 8.8950	 0.0000	 0.0000	 2	 0	 0	 63.6960	 63.6960	 63.6960	 0.0000	 0.0000	 0.0000	 0	 0	 0	 
Living 17	LVNG0585	119.5290	 0.0000	 0.0000	 0	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0	 0	 0	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0	 0	 0	 34.1510	 22.6250	 12.7540	 9.8710	 0.0000	 0.0000	 2	 0	 0	 61.4590	 61.4590	 61.4590	 0.0000	 0.0000	 0.0000	 0	 0	 0	 
Living 19	LVNG0586	119.5290	 0.0000	 0.0000	 0	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0	 0	 0	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0	 0	 0	 34.1510	 16.1700	 9.1150	 7.0550	 0.0000	 0.0000	 1	 0	 0	 65.9090	 67.9140	 65.9090	 2.0050	 0.0000	 0.0000	 0	 1	 0	 
Living 19	LVNG0587	119.5290	 34.1510	 0.0000	 0	 0.0000	 34.1510	 34.1510	 0.0000	 0.0000	 0.0000	 0.0000	 0	 0	 0	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0	 0	 0	 34.1510	 16.1700	 9.1150	 7.0550	 0.0000	 0.0000	 1	 0	 0	 65.9090	 67.9140	 65.9090	 2.0050	 0.0000	 0.0000	 0	 1	 0	 
Living 21	LVNG0588	119.5290	 34.1510	 0.0000	 0	 0.0000	 34.1510	 34.1510	 0.0000	 0.0000	 0.0000	 0.0000	 0	 0	 0	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0	 0	 0	 34.1510	 18.1550	 10.2340	 7.9210	 0.0000	 0.0000	 2	 0	 0	 65.9290	 65.9290	 65.9290	 0.0000	 0.0000	 0.0000	 0	 0	 0	 
Living 21	LVNG0589	119.5290	 34.1510	 0.0000	 0	 0.0000	 34.1510	 34.1510	 0.0000	 0.0000	 0.0000	 0.0000	 0	 0	 0	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0	 0	 0	 34.1510	 16.1700	 9.1150	 7.0550	 0.0000	 0.0000	 1	 0	 0	 67.9140	 67.9140	 67.9140	 0.0000	 0.0000	 0.0000	 0	 0	 0	 
Living 21	LVNG0590	119.5290	 0.0000	 0.0000	 0	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0	 0	 0	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0	 0	 0	 34.1510	 35.5740	 20.0530	 15.5210	 0.0000	 0.0000	 2	 0	 0	 48.5100	 48.5100	 48.5100	 0.0000	 0.0000	 0.0000	 0	 0	 0	 
Living 22	LVNG0591	119.5290	 0.0000	 0.0000	 0	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0	 0	 0	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0	 0	 0	 34.1510	 16.1700	 9.1150	 7.0550	 0.0000	 0.0000	 1	 0	 0	 67.9140	 67.9140	 67.9140	 0.0000	 0.0000	 0.0000	 0	 0	 0	 
Living 22	LVNG0592	119.5290	 34.1510	 0.0000	 0	 0.0000	 34.1510	 34.1510	 0.0000	 0.0000	 0.0000	 0.0000	 0	 0	 0	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0	 0	 0	 34.1510	 16.1700	 9.1150	 7.0550	 0.0000	 0.0000	 1	 0	 0	 67.9140	 67.9140	 67.9140	 0.0000	 0.0000	 0.0000	 0	 0	 0	 
Living 22	LVNG0593	119.5290	 0.0000	 0.0000	 0	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0	 0	 0	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0	 0	 0	 34.1510	 16.1700	 9.1150	 7.0550	 0.0000	 0.0000	 1	 0	 0	 67.9140	 67.9140	 67.9140	 0.0000	 0.0000	 0.0000	 0	 0	 0	 
Living 22	LVNG0594	119.5290	 0.0000	 0.0000	 0	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0	 0	 0	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0	 0	 0	 34.1510	 16.1700	 9.1150	 7.0550	 0.0000	 0.0000	 1	 0	 0	 67.9140	 67.9140	 67.9140	 0.0000	 0.0000	 0.0000	 0	 0	 0	 
Living 22	LVNG0595	119.5290	 34.1510	 0.0000	 0	 0.0000	 34.1510	 34.1510	 0.0000	 0.0000	 0.0000	 0.0000	 0	 0	 0	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0	 0	 0	 34.1510	 16.1700	 9.1150	 7.0550	 0.0000	 0.0000	 1	 0	 0	 67.9140	 67.9140	 67.9140	 0.0000	 0.0000	 0.0000	 0	 0	 0	 
Living 22	LVNG0596	119.5290	 34.1510	 0.0000	 0	 0.0000	 34.1510	 34.1510	 0.0000	 0.0000	 0.0000	 0.0000	 0	 0	 0	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0	 0	 0	 34.1510	 16.1700	 9.1150	 7.0550	 0.0000	 0.0000	 1	 0	 0	 67.9140	 67.9140	 67.9140	 0.0000	 0.0000	 0.0000	 0	 0	 0	 
Living 22	LVNG0598	119.5290	 0.0000	 0.0000	 0	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0	 0	 0	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0	 0	 0	 34.1510	 42.0420	 23.6990	 18.3430	 0.0000	 0.0000	 2	 0	 0	 42.0420	 42.0420	 42.0420	 0.0000	 0.0000	 0.0000	 0	 0	 0	 
Living 25	LVNG0599	119.5290	 0.0000	 0.0000	 0	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0	 0	 0	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0	 0	 0	 34.1510	 17.6170	 10.5620	 7.0550	 0.0000	 0.0000	 1	 0	 0	 66.4670	 66.4670	 66.4670	 0.0000	 0.0000	 0.0000	 0	 0	 0	 
Living 27	LVNG0600	119.5290	 34.1510	 0.0000	 0	 0.0000	 34.1510	 34.1510	 0.0000	 0.0000	 0.0000	 0.0000	 0	 0	 0	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0	 0	 0	 34.1510	 16.1700	 9.1150	 7.0550	 0.0000	 0.0000	 1	 0	 0	 67.9140	 67.9140	 67.9140	 0.0000	 0.0000	 0.0000	 0	 0	 0	 
Living 27	LVNG0601	119.5290	 0.0000	 0.0000	 0	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0	 0	 0	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0	 0	 0	 34.1510	 20.6320	 11.6300	 9.0020	 0.0000	 0.0000	 2	 0	 0	 63.4520	 63.4520	 63.4520	 0.0000	 0.0000	 0.0000	 0	 0	 0	 
Living 27	LVNG0602	119.5290	 0.0000	 0.0000	 0	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0	 0	 0	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0	 0	 0	 34.1510	 16.1700	 9.1150	 7.0550	 0.0000	 0.0000	 1	 0	 0	 67.9140	 67.9140	 67.9140	 0.0000	 0.0000	 0.0000	 0	 0	 0	 
Living 27	LVNG0603	119.5290	 0.0000	 0.0000	 0	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0	 0	 0	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0	 0	 0	 34.1510	 16.1700	 9.1150	 7.0550	 0.0000	 0.0000	 1	 0	 0	 67.9140	 67.9140	 67.9140	 0.0000	 0.0000	 0.0000	 0	 0	 0	 
Living 27	LVNG0604	119.5290	 34.1510	 0.0000	 0	 0.0000	 34.1510	 34.1510	 0.0000	 0.0000	 0.0000	 0.0000	 0	 0	 0	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0	 0	 0	 34.1510	 22.6710	 12.7800	 9.8910	 0.0000	 0.0000	 2	 0	 0	 61.4130	 61.4130	 61.4130	 0.0000	 0.0000	 0.0000	 0	 0	 0	 
Living 27	LVNG0605	119.5290	 34.1510	 0.0000	 0	 0.0000	 34.1510	 34.1510	 0.0000	 0.0000	 0.0000	 0.0000	 0	 0	 0	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0	 0	 0	 34.1510	 22.6380	 12.7610	 9.8770	 0.0000	 0.0000	 2	 0	 0	 61.4460	 61.4460	 61.4460	 0.0000	 0.0000	 0.0000	 0	 0	 0	 
Living 27	LVNG0606	119.5290	 34.1510	 0.0000	 0	 0.0000	 34.1510	 34.1510	 0.0000	 0.0000	 0.0000	 0.0000	 0	 0	 0	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0	 0	 0	 34.1510	 48.5100	 27.3450	 21.1650	 0.0000	 0.0000	 3	 0	 0	 24.7590	 35.5740	 24.7590	 10.8150	 0.0000	 0.0000	 0	 1	 0	 
Living 27	LVNG0607	119.5290	 0.0000	 0.0000	 0	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0	 0	 0	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0	 0	 0	 34.1510	 16.1700	 9.1150	 7.0550	 0.0000	 0.0000	 1	 0	 0	 67.9140	 67.9140	 67.9140	 0.0000	 0.0000	 0.0000	 0	 0	 0	 
Living 27	LVNG0608	119.5290	 0.0000	 0.0000	 0	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0	 0	 0	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0	 0	 0	 34.1510	 25.6560	 14.4620	 11.1940	 0.0000	 0.0000	 3	 0	 0	 58.4280	 58.4280	 58.4280	 0.0000	 0.0000	 0.0000	 0	 0	 0	 
Living 27	LVNG0609	119.5290	 34.1510	 0.0000	 0	 0.0000	 34.1510	 34.1510	 0.0000	 0.0000	 0.0000	 0.0000	 0	 0	 0	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0	 0	 0	 34.1510	 16.1700	 9.1150	 7.0550	 0.0000	 0.0000	 1	 0	 0	 67.9140	 67.9140	 67.9140	 0.0000	 0.0000	 0.0000	 0	 0	 0	 
Living 27	LVNG0610	119.5290	 0.0000	 0.0000	 0	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0	 0	 0	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0	 0	 0	 34.1510	 16.1700	 9.1150	 7.0550	 0.0000	 0.0000	 1	 0	 0	 67.9140	 67.9140	 67.9140	 0.0000	 0.0000	 0.0000	 0	 0	 0	 
Living 28	LVNG0611	119.5290	 0.0000	 0.0000	 0	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0	 0	 0	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0	 0	 0	 34.1510	 18.8130	 10.6050	 8.2080	 0.0000	 0.0000	 2	 0	 0	 65.2710	 65.2710	 65.2710	 0.0000	 0.0000	 0.0000	 0	 0	 0	 
Living 5	LVNG0612	119.5290	 34.1510	 0.0000	 0	 0.0000	 34.1510	 34.1510	 0.0000	 0.0000	 0.0000	 0.0000	 0	 0	 0	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0	 0	 0	 34.1510	 16.1700	 9.1150	 7.0550	 0.0000	 0.0000	 1	 0	 0	 67.9140	 67.9140	 67.9140	 0.0000	 0.0000	 0.0000	 0	 0	 0	 
Living 5	LVNG0613	119.5290	 34.1510	 0.0000	 0	 0.0000	 34.1510	 34.1510	 0.0000	 0.0000	 0.0000	 0.0000	 0	 0	 0	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0	 0	 0	 34.1510	 16.1700	 9.1150	 7.0550	 0.0000	 0.0000	 1	 0	 0	 67.9140	 67.9140	 67.9140	 0.0000	 0.0000	 0.0000	 0	 0	 0	 
Living 5	LVNG0614	119.5290	 0.0000	 0.0000	 0	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0	 0	 0	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0	 0	 0	 34.1510	 16.1700	 9.1150	 7.0550	 0.0000	 0.0000	 1	 0	 0	 67.9140	 67.9140	 67.9140	 0.0000	 0.0000	 0.0000	 0	 0	 0	 
Living 5	LVNG0615	119.5290	 0.0000	 0.0000	 0	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0	 0	 0	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0	 0	 0	 34.1510	 16.1700	 9.1150	 7.0550	 0.0000	 0.0000	 1	 0	 0	 67.9140	 67.9140	 67.9140	 0.0000	 0.0000	 0.0000	 0	 0	 0	 
Living 5	LVNG0616	119.5290	 34.1510	 0.0000	 0	 0.0000	 34.1510	 34.1510	 0.0000	 0.0000	 0.0000	 0.0000	 0	 0	 0	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0	 0	 0	 34.1510	 16.1700	 9.1150	 7.0550	 0.0000	 0.0000	 1	 0	 0	 67.9140	 67.9140	 67.9140	 0.0000	 0.0000	 0.0000	 0	 0	 0	 
Living 5	LVNG0617	119.5290	 0.0000	 0.0000	 0	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0	 0	 0	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0	 0	 0	 34.1510	 16.1700	 9.1150	 7.0550	 0.0000	 0.0000	 1	 0	 0	 67.9140	 67.9140	 67.9140	 0.0000	 0.0000	 0.0000	 0	 0	 0	 
Living 6	LVNG0618	119.5290	 0.0000	 0.0000	 0	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0	 0	 0	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0	 0	 0	 34.1510	 16.1700	 9.1150	 7.0550	 0.0000	 0.0000	 1	 0	 0	 67.9140	 67.9140	 67.9140	 0.0000	 0.0000	 0.0000	 0	 0	 0	 
Living 6	LVNG0619	119.5290	 0.0000	 0.0000	 0	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0	 0	 0	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0	 0	 0	 34.1510	 16.1700	 9.1150	 7.0550	 0.0000	 0.0000	 1	 0	 0	 67.9140	 67.9140	 67.9140	 0.0000	 0.0000	 0.0000	 0	 0	 0	 
Living 6	LVNG0620	119.5290	 34.1510	 0.0000	 0	 0.0000	 34.1510	 34.1510	 0.0000	 0.0000	 0.0000	 0.0000	 0	 0	 0	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0	 0	 0	 34.1510	 16.1700	 9.1150	 7.0550	 0.0000	 0.0000	 1	 0	 0	 67.9140	 67.9140	 67.9140	 0.0000	 0.0000	 0.0000	 0	 0	 0	 
Living 6	LVNG0621	119.5290	 34.1510	 0.0000	 0	 0.0000	 34.1510	 34.1510	 0.0000	 0.0000	 0.0000	 0.0000	 0	 0	 0	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0	 0	 0	 34.1510	 16.1700	 9.1150	 7.0550	 0.0000	 0.0000	 1	 0	 0	 67.9140	 67.9140	 67.9140	 0.0000	 0.0000	 0.0000	 0	 0	 0	 
Living 7	LVNG0622	119.5290	 34.1510	 0.0000	 0	 0.0000	 34.1510	 34.1510	 0.0000	 0.0000	 0.0000	 0.0000	 0	 0	 0	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0	 0	 0	 34.1510	 16.1700	 9.1150	 7.0550	 0.0000	 0.0000	 1	 0	 0	 67.9140	 67.9140	 67.9140	 0.0000	 0.0000	 0.0000	 0	 0	 0	 
Living 7	LVNG0623	119.5290	 0.0000	 0.0000	 0	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0	 0	 0	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0	 0	 0	 34.1510	 16.1700	 9.1150	 7.0550	 0.0000	 0.0000	 1	 0	 0	 63.5590	 67.9140	 63.5590	 4.3550	 0.0000	 0.0000	 0	 1	 0	 
Living 7	LVNG0624	119.5290	 0.0000	 0.0000	 0	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0	 0	 0	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0	 0	 0	 34.1510	 16.1700	 9.1150	 7.0550	 0.0000	 0.0000	 1	 0	 0	 67.9140	 67.9140	 67.9140	 0.0000	 0.0000	 0.0000	 0	 0	 0	 
Living 7	LVNG0625	119.5290	 34.1510	 0.0000	 0	 0.0000	 34.1510	 34.1510	 0.0000	 0.0000	 0.0000	 0.0000	 0	 0	 0	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0	 0	 0	 34.1510	 16.1700	 9.1150	 7.0550	 0.0000	 0.0000	 1	 0	 0	 67.9140	 67.9140	 67.9140	 0.0000	 0.0000	 0.0000	 0	 0	 0	 
circ	CIRC0003	359.4880	 0.0000	 0.0000	 0	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0	 0	 0	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0	 0	 0	 102.7110	 32.3400	 32.3400	 0.0000	 0.0000	 0.0000	 0	 0	 0	 159.5870	 159.5870	 159.5870	 0.0000	 0.0000	 0.0000	 0	 0	 0	 
circ	CIRC0004	325.7780	 0.0000	 0.0000	 0	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0	 0	 0	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0	 0	 0	 93.0800	 32.4760	 32.4760	 0.0000	 0.0000	 0.0000	 0	 0	 0	 177.5040	 177.5040	 177.5040	 0.0000	 0.0000	 0.0000	 0	 0	 0	 
circ	CIRC0005	7.6440	 2.1840	 0.0000	 0	 0.0000	 2.1840	 2.1840	 0.0000	 0.0000	 0.0000	 0.0000	 0	 0	 0	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0	 0	 0	 2.1840	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0	 0	 0	 23.4800	 23.4800	 23.4800	 0.0000	 0.0000	 0.0000	 0	 0	 0	 
